start_frame;stop_frame;narration
6404;6434;tear_lettuce
6434;6464;tear_lettuce
6464;6494;tear_lettuce
6494;6524;tear_lettuce
6524;6554;tear_lettuce
6554;6584;tear_lettuce
6584;6614;tear_lettuce
6614;6644;tear_lettuce
6644;6674;tear_lettuce
6674;6704;add_lettuce_to_bowl
6704;6734;add_lettuce_to_bowl
6734;6764;add_lettuce_to_bowl
6764;6794;add_lettuce_to_bowl
6794;6824;add_lettuce_to_bowl
6824;6854;add_lettuce_to_bowl
6854;6884;add_lettuce_to_bowl
6884;6914;add_lettuce_to_bowl
6914;6944;add_lettuce_to_bowl
6944;6974;add_lettuce_to_bowl
6974;7004;add_lettuce_to_bowl
7004;7034;add_lettuce_to_bowl
7034;7064;clean_cutting_board
7064;7094;move_knife
7094;7154;no_action
7154;7184;reach_for_olive_oil
7184;7214;pick_up_olive_oil
7214;7244;open_olive_oil_bottle
7244;7274;remove_cap_from_olive_oil
7274;7304;place_cap_down
7304;7334;place_olive_oil_down
7334;7364;reach_for_salt_shaker
7364;7394;pick_up_salt_shaker
7394;7424;remove_cap_from_salt_shaker
7424;7454;hold_salt_shaker
7454;7484;prepare_to_salt
7484;7514;sprinkle_salt
7514;7544;sprinkle_salt
7544;7574;sprinkle_salt
7574;7604;replace_cap_on_salt_shaker
7604;7634;place_salt_shaker_down
7634;7664;reach_for_pepper_grinder
7664;7694;pick_up_pepper_grinder
7694;7724;open_pepper_grinder
7724;7754;remove_cap_from_pepper_grinder
7754;7784;hold_pepper_grinder
7784;7814;prepare_to_grind_pepper
7814;7844;grind_pepper
7844;7874;grind_pepper
7874;7904;grind_pepper
7904;7934;grind_pepper
7934;7964;grind_pepper
7964;7994;place_pepper_grinder_down
7994;8024;pick_up_olive_oil
8024;8054;pour_olive_oil
8054;8084;pour_olive_oil
8084;8114;pour_olive_oil
8114;8144;pour_olive_oil
8144;8174;place_olive_oil_down
8174;8204;move_hands_away
8204;8234;pick_up_olive_oil
8234;8264;pour_olive_oil
8264;8294;place_olive_oil_down
8294;8324;pick_up_pepper_grinder
8324;8354;grind_pepper
8354;8384;grind_pepper
8384;8414;grind_pepper
8414;8444;grind_pepper
8444;8474;grind_pepper
8474;8504;grind_pepper
8504;8534;grind_pepper
8534;8564;grind_pepper
8564;8594;grind_pepper
8594;8624;place_pepper_grinder_down
8624;8654;pick_up_olive_oil
8654;8684;pour_olive_oil
8684;8714;pour_olive_oil
8714;8744;pour_olive_oil
8744;8774;pour_olive_oil
8774;8804;pour_olive_oil
8804;8834;pour_olive_oil
8834;8864;pour_olive_oil
8864;8894;pour_olive_oil
8894;8924;pour_olive_oil
8924;8954;pour_olive_oil
8954;8984;place_olive_oil_down
8984;9014;reach_for_dark_dressing
9014;9044;pick_up_dark_dressing
9044;9074;remove_cap_from_dark_dressing
9074;9104;hold_dark_dressing
9104;9134;pour_dark_dressing
9134;9164;pour_dark_dressing
9164;9194;place_dark_dressing_down
9194;9224;no_action
9224;9254;reach_for_spoon
9254;9284;pick_up_spoon
9284;9314;stir_salad
9314;9344;stir_salad
9344;9374;stir_salad
9374;9404;stir_salad
9404;9434;stir_salad
9434;9464;stir_salad
9464;9494;stir_salad
9494;9524;stir_salad
9524;9554;stir_salad
9554;9584;stir_salad
9584;9614;stir_salad
9614;9644;stir_salad
9644;9674;stir_salad
9674;9704;stir_salad
9704;9734;stir_salad
9734;9764;stir_salad
9764;9794;stir_salad
9794;9824;stir_salad
9824;9854;stir_salad
9854;9884;stir_salad
9884;9914;stir_salad
9914;9944;stir_salad
9944;9974;stir_salad
9974;10004;stir_salad
10004;10034;stir_salad
10034;10064;stir_salad
10064;10094;stir_salad
10094;10124;stir_salad
10124;10154;stir_salad
10154;10184;stir_salad
10184;10214;lift_spoon
10214;10244;inspect_spoon
10244;10274;return_spoon_to_bowl
10274;10304;lift_bowl
10304;10334;move_bowl
10334;10364;move_bowl_away
10364;10604;no_action
10604;10634;remove_food_from_board
10634;10664;clean_board
10664;10694;clean_board
10694;10724;clean_board
10724;10754;clean_board
10754;10784;clean_board
10784;10814;clean_board
10814;10844;clean_board
10844;10874;take_bowl
10874;10904;move_bowl
10904;10934;move_bowl
10934;10964;move_bowl
10964;10994;move_bowl
10994;11024;move_bowl
11024;11054;place_spoon_in_bowl
11054;11084;leave_bowl
11084;11174;person_leaves_scene
11174;11204;person_enters_scene
11204;11234;pick_up_spice_grinder
11234;11264;hold_spice_grinder_and_paper
11264;11294;read_paper
11294;11324;use_spice_grinder
11324;11354;use_spice_grinder
11354;11384;place_spice_grinder_down
11384;11414;reach_for_bottle
11414;11444;examine_paper
11444;11474;examine_paper
11474;11504;examine_paper
11504;11534;examine_paper
11534;11564;point_at_object_on_table
11564;11594;point_at_object_on_table
11594;11624;point_at_object_on_table
11624;11654;point_at_object_on_table
11654;11685;point_at_object_on_table
